시가,고가,저가,종가,거래량,금액(백만)
44850.0,45500.0,44850.0,45500.0,7147785.0,323656.0
45450.0,45450.0,45000.0,45350.0,10417690.0,471408.0
43750.0,44500.0,43650.0,44350.0,7994928.0,353712.0
43750.0,44050.0,43400.0,43900.0,11890424.0,521514.0
43750.0,44150.0,43300.0,44000.0,9322873.0,408763.0
44200.0,44400.0,43400.0,43750.0,16906541.0,740494.0
44800.0,45050.0,44300.0,44600.0,8607439.0,384320.0
44800.0,45000.0,44550.0,44850.0,6664872.0,298796.0
44300.0,44850.0,44050.0,44800.0,8792182.0,391891.0
43600.0,44350.0,43450.0,44200.0,11683682.0,513994.0
44050.0,44200.0,43700.0,43900.0,12464135.0,548114.0
43400.0,43700.0,43000.0,43450.0,9913497.0,429428.0
42950.0,43900.0,42500.0,43800.0,15466580.0,673362.0
42600.0,42800.0,42150.0,42500.0,11365999.0,483167.0
42200.0,42700.0,42150.0,42550.0,11766018.0,499610.0
41850.0,42100.0,41300.0,41800.0,14930618.0,623333.0
42550.0,42950.0,42150.0,42550.0,24506881.0,1042866.0
42500.0,43000.0,42350.0,42650.0,8066669.0,344044.0
43800.0,43800.0,42400.0,42700.0,13966305.0,599085.0
43900.0,44000.0,43250.0,43850.0,12259006.0,536198.0
43700.0,43800.0,42400.0,43500.0,11033339.0,477854.0
42600.0,43950.0,42350.0,43150.0,18812133.0,815224.0
41650.0,42100.0,41550.0,42000.0,15752397.0,659810.0
41950.0,42050.0,40850.0,41200.0,13357951.0,554484.0
42350.0,42400.0,41350.0,41550.0,13687828.0,572150.0
42700.0,43050.0,42550.0,42550.0,7670185.0,327974.0
41300.0,43100.0,41300.0,42650.0,11563730.0,491110.0
42500.0,43200.0,42350.0,42650.0,7635079.0,326874.0
42600.0,43450.0,42450.0,42900.0,14579512.0,624673.0
43900.0,44250.0,42450.0,42450.0,23029718.0,993612.0
44300.0,44850.0,44200.0,44250.0,10398754.0,462087.0
45250.0,45300.0,44400.0,44850.0,12014907.0,538125.0
45900.0,46050.0,45300.0,45300.0,6562916.0,298783.0
45500.0,46150.0,45400.0,45900.0,8625126.0,395454.0
46000.0,46300.0,45350.0,45850.0,11121273.0,509856.0
45150.0,46150.0,45100.0,46150.0,8777517.0,401124.0
44200.0,45000.0,43800.0,44850.0,9739982.0,434008.0
44250.0,45000.0,44100.0,44650.0,10868965.0,485378.0
45400.0,45650.0,44150.0,44750.0,13299267.0,594100.0
45050.0,45500.0,45000.0,45200.0,6920566.0,313180.0
45400.0,45900.0,45100.0,45350.0,6006957.0,273125.0
45750.0,46000.0,45250.0,45300.0,8479710.0,386062.0
47200.0,47250.0,45500.0,45600.0,12808747.0,589352.0
47300.0,47600.0,47000.0,47050.0,5513658.0,260238.0
47400.0,47400.0,46800.0,47250.0,7730881.0,364273.0
47150.0,47500.0,47000.0,47050.0,8733019.0,412633.0
46050.0,46900.0,46000.0,46850.0,7668936.0,357084.0
46700.0,46800.0,46150.0,46250.0,13697399.0,634752.0
46400.0,46700.0,46050.0,46700.0,11883995.0,550967.0
46700.0,46950.0,46200.0,46650.0,6878761.0,320647.0
47250.0,47250.0,46150.0,46650.0,8507909.0,397148.0
46950.0,47550.0,46600.0,46850.0,8546339.0,401644.0
